title,text,label
"Sensex, Nifty plunge as record Covid infections prompt fresh lockdowns","The NSE Nifty 50 index was down 1.77% at 14,359.45 and the S&P
BSE Sensex fell 1.81% to 47,949.42.",0
Crude oil slips as rising infections spark demand concerns,"Crude oil prices slipped on Monday as Covid-19 cases are rising sharply in
India and some other countries. The rising Covid-19 cases have sparked
concerns about demand.",0
NASA aims for historic helicopter flight on Mars,"NASA is hoping to make history on early Monday when the Ingenuity Mars
Helicopter attempts the first powered, controlled flight on another planet.
The space agency had originally planned the flight for April 11 but postponed
it over a software issue that was identified during a planned high-speed test
of the aircraft's rotors.",0
"Shiv Sena MLA threatens to ‘put coronavirus in Fadnavis’ mouth’, BJP files police complaint","The Bharatiya Janata Party on Monday filed a police complaint against Shiv
Sena MLA Sanjay Gaikwad for saying that he would put coronavirus in BJP
leader Devendra Fadnavis’s mouth.",0
History would be kinder to you if...: Harsh Vardhan replies to Manmohan Singh's letter,"Tweeting the letter to Manmohan Singh, Harsh Vardhan said history would be
kinder to him if only the former prime minister's own party, Congress had
followed his advice to PM Narendra Modi.",0
"Fight against Covid-19 instead of farmers, Samyukta Kisan Morcha tells Centre","The Samyukta Kisan Morcha, a coalition of farmers' union, asked the central
government on Sunday to focus on battling Covid-19 rather than fighting with
farmers and labourers.",0
French president Emmanuel Macron foresees some summer tourists in Paris,"French President Emmanuel Macron said he foresees some tourists returning to
Paris if they are vaccinated or have Covid-19 negative report.",0
Pakistan welcomes third-party mediation to settle disputes with India: Foreign Minister during UAE visit,"Pakistan Foreign Minister Shah Mahmood Qureshi welcomed “third-party
mediation” to settle disputes with India. Qureshi and his Indian
counterpart S Jaishankar are both visiting the United Arab Emirates.",0
Chelsea boss Tuchel reacts to Super League uproar: Here to be in toughest competitions,"Chelsea coach Thomas Tuchel was very keen on avoiding distractions over the
much-criticised European Super League on the eve of their Premier League
match against Brigthton. Chelsea are one of the 6 Premier League clubs to be
founding members of the breakaway league.",0
"Airtel XStream, JioFiber, BSNL broadband plans to watch live IPL matches with other OTT benefits","Airtel XStream, JioFiber, and BSNL broadband plans give access to streaming
benefits like Disney+ Hotstar that give access to live IPL matches, and also
to other streaming benefits like Amazon Prime and Netflix.",0
"OnePlus 7T, OnePlus 7 receiving OxygenOS 11.0.0.2 hotfix update, all key details here","Having fixed the bugs faced by the OnePlus 7 and OnePlus 7T series smartphone
users during the earlier rollout of OxygenOS 11, OnePlus has now released
another stable version of the OS update.",0
Dog swallows Apple AirPods and they were working after surgery,"Apple AirPods often end up being in weird places. This time inside a dog's
stomach.",0
JioFiber leads Netflix ISP index in March with 3.6 Mbps speed ,"JioFiber is joined by Airtel XStream, Atria Convergence Technologies, and
Tata Sky Broadband in terms of Netflix ISP speed with a 3.6 Mbps average.",0
Oppo's Enco Buds may be its next affordable wireless earbuds that look like Enco W11,"Oppo Enco Buds may come in at least a white colour option with an Enco
W11-like design.",0
"Huawei to make its own electric vehicles, first may launch this year","A new industry report indicates that tech major Huawei is working on building
its own electric vehicles for the masses. The company might even come out
with the first few models within this year.",0
Poco M2 Reloaded with MediaTek Helio G80 chipset to launch in India on April 21,"Poco is set to launch another smartphone in India. The smartphone maker has
already launched two smartphones this year in the country – Poco M3 and
Poco X3 Pro.",0
Facebook Messenger and WhatsApp chat integration likely to be optional ,"An Italian leaker and developer Alessandro Paluzzi had spotted a reference of
WhatsApp chat in Facebook Messenger for Android. The same developer now has
found some hidden changes that include a WhatsApp chat into Facebook
Messenger.",0
"Over 27 million Indian adults experienced identity theft in the past 12 months, says Norton report","A new cybersecurity report records responses from a total of 1,000 Indian
adults and finds that around 60 per cent of them have been a victim of
cybercrime within the last year.",0
"Tata Tiago, Tigor, Nexon, Harrier have offers up to Rs 65,000 in April 2021, here are details","There are offers up to Rs 65,000 on select passenger vehicles of Tata Motors
in April 2021. We bring all the details for you.",0
"Auto Shanghai 2021: 2022 Lexus ES facelift debuts with styling changes, new tech","For the 2022 model year, the new Lexus ES family builds upon this with
numerous multimedia, safety, style, and color updates.",0
Auto Shanghai 2021: Ford Evos breaks cover,"The Ford Evos is an outcome of the company’s China 2.0 plan and is its
first vehicle developed largely by a China-based team.",0
Internshala and Nestlé bring 350 virtual internships: Rs 5000 Amazon voucher for each intern,"Internshala and Nestlé has brought 350 virtual internships for Indian
students. Each intern in 'Nesternship' will get an Amazon voucher worth Rs
5000.",0
"IIT Mandi researchers develop anti-bacterial, self-cleaning material for face masks and PPE equipment","IIT Mandi latest research: The developed nanomaterial can clean the mask by
simply keeping it in bright sunlight and make it ready to wear again.",0
"IIT Madras researchers filed for 184 patents during 2020, despite Covid-19 restrictions","IIT Madras researchers filed for 184 patents during 2020, despite Covid-19
restrictions with the institute proactively providing assistance to faculty
members and students.",0
Man at PM Modi's rally was not wearing mask. His Corona cure is this,"A man who attended Prime Minister Narendra Modi’s rally in West Bengal’s
Cooch Behar, said that coronavirus will vanish if people stand in the sun.
The video has gone viral on social media.",0
Medics dance to Sochna Kya to cheer up patients at Gujarat hospital: Watch,"At a hospital in Gujarat, Covid warriors danced to the song Sochna Kya Jo Bhi
Hoga Dekha Jayega to cheer up patients. The video has gone viral on social
media.",0
"CSK vs RR: Dhoni avoids run-out with full-stretch dive, reminds fans of World Oup","IPL 2021, CSK vs RR: MS Dhoni came up with a full-length dive to avoid
getting run-out in his 2nd outing with the bat in the new season. Dhoni made
18 from 17 balls, hitting 2 boundaries in his 200th match as Chennai Super
Kings captain.",0
V-shaped recovery unlikely as India’s economy faces tougher Covid test,"India's economy is unlikely to witness a V-shaped recovery in the wake of an
unprecedented second wave of Covid-19 and real GDP growth could turn out to
be much lower than projected earlier. Here is all you need to know:",0
Multiple brokerages downgrade India’s FY22 GDP growth projection,"While Nomura has downgraded projections of economic growth for the fiscal
year ending March 2022 to 12.6 per cent from 13.5 per cent earlier, JP Morgan
now projects GDP growth at 11 per cent from 13 per cent earlier. UBS sees 10
per cent GDP growth, down from 11.5 per cent earlier.",0
Explained: What triggered Monday's stock market crash,"Domestic stock markets crashed soon after the trading session opened on
Monday. Stocks have failed to recover their position despite positive global
cues. Read on to know more about today's stock market crash:",0
"Your phone may hurt your head, bruise your face & even kill you. Here's how","With mobile phones armed with the latest technology, multitasking is becoming
our second nature, be it while walking, driving or climbing down a staircase.
This behaviour may appear to be harmless. But is it really so?",0
NASA aims for historic helicopter flight on Mars ,"The space agency had originally planned the flight for April 11 but postponed
it over a software issue that was identified during a planned high-speed test
of the aircraft's rotors.",0
"Assam polls: Fearing poaching, Congress lodges ally candidates in Raipur; senior leaders rushed to Guwahati","India Today TV has learned that nine candidates of BPF, a constituent of
Congress-led grand alliance in Assam, have been lodged in a hotel in
Chhattisgarh capital Raipur.",0
Borussia Dortmund reject European Super League plans,"Borussia Dortmund have confirmed that they will not be one of the clubs
joining the proposed Super League and will be backing the proposed Champions
League reform.",0
Tottenham Hotspur sack manager Jose Mourinho ,"Premier League side Tottenham Hotspur have sacked their manager Jose Mourinho
with less than a week ahead of Sunday's Carabao Cup final against Manchester
City on Sunday.",0
Kriti Sanon wraps up Bhediya's schedule. Varun Dhawan says will miss you ,"Kriti Sanon has wrapped up Bhediya's schedule. The film also stars Varun
Dhawan in the lead role.",0
Indian National Rally Championship 2021 postponed,"The Chennai stage of INRC 2021, which was supposed to run from April 23-25,
has now been moved to June 25-27, 2021.",0
"Top 5 best-selling premium hatchbacks in March 2021: Baleno, i20, Altroz, Glanza, Polo","The Maruti Suzuki Baleno, Hyundai i20, Tata Altroz, Toyota Glanza and
Volkswagen Polo were the top five best-selling premium hatchbacks in March
2021.",0
IIT Kharagpur law students will now draft real-time patents for innovations from the institute,"Law students studying Intellectual Property Law at IIT Kharagpur will now be
drafting real-time patents for the innovations by the institute.",0
"Covid-19 spike: Schools, colleges, universities to remain shut in J&K till May 15","The Jammu and Kashmir government has decided to shut down all educational
institutes in the state due to the spike in Covid-19 cases.",0
"Chennai Super Kings vs Rajasthan Royals, IPL 2021: Live ball-by-ball commentary",,0
"MS Dhoni completes 200 matches as CSK captain, sets new record","IPL 2021: MS Dhoni, who holds the record for most matches as captain in T20s,
walked out for the toss as Chennai Super Kings captain for the 200th time. No
man in the history of the sport has led a franchise as many as time as Dhoni
in the shortest format of the game.",0
CSK vs RR IPL 2021 Live: Chennai post 188 for 9 against Rajasthan,,0
Ex-Sri Lanka all-rounder Dilhara Lokuhettige banned for 8 years over corruption,"The International Cricket Council found former Sri Lanka all-rounder Dilhara
Lokuhettige guilty on all charges relating to a 10-over league in the United
Arab Emirates.",0
"Sensex tanks nearly 1,400 points as Covid-19 crisis worsens","The NSE Nifty 50 index was down 2.4% at 14,264.10 by 9:15 am, while the S&P
BSE Sensex also declined 2.4% at 47,660.55.",0
India may build new coal plants due to low cost despite climate change: Report,"India may build new coal-fired power plants as they generate the cheapest
power, according to a draft electricity policy document.",0
Second Covid wave could spark greater uncertainty; govt will respond with fiscal steps if required: Niti Aayog,"While acknowledging that the present situation due to Covid-19 has become far
more difficult, Niti Aayog Vice Chairman remained hopeful that the country's
economy will grow 11 per cent in the current fiscal ending March 31, 2022.",0
China's Ant explores ways for Jack Ma to exit as Beijing piles pressure: Report,"Ant Group is exploring options for founder Jack Ma to divest his stake in the
financial technology giant and give up control as Beijing piled pressure,
sources said.",0
Scientists find only 3% of land areas unblemished by humans,"According to a new study published in the journal Frontiers in Forests and
Global Change, only about 3 per cent of land surfaces are ecologically
intact.",0
Nasa spacecraft leaves mess after grabbing asteroid samples,"A Nasa spacecraft leaves mess after grabbing asteroid samples spacecraft left
a mess at an asteroid when it grabbed a load of rubble, new pictures
revealed.",0
Rare lunar occultation of Mars to be visible from India at 5 pm today,"A rare phenomenon of the Moon eclipsing Mars completely for an hour and a
half will be visible from 5 pm onwards from India.",0
Watch | Astronaut aboard ISS shares stunning night timelapse video of Milky Way,"Astronaut Soichi Noguchi, aboard the International Space Station (ISS), has
captured a breathtaking night timelapse video of the Milky Way galaxy. Watch
here.",0
"2.5 billion T rex roamed Earth, but not all at once | Study","A study released on Thursday calculated that 2.5 billion Tyrannosaurus rex
prowled North America over a couple million years or so, with maybe 20,000 at
any given time.",0
"India, France sign agreement for cooperation on Gaganyaan mission","The space agencies of India and France signed an agreement on Thursday to
assist in India's Gaganyaan mission.",0
"Assam election: Now BPF shifts candidates to Goa, Sikkim on 'vacation'","The Hagrama Mohilary-led Bodoland People's Front (BPF) has shifted few of its
candidates of the Assam polls to Goa and Sikkim for ""vacation"".",0
War on Football: Manchester United legend Ferdinand reacts to breakaway Super League,"Former Manchester United defender Rio Ferdinand echoed the thoughts of quite
a few football fans as he blasted the 12 founding members of the breakaway
European Super League which includes as many as 6 sides from the Premier
League. The Super League, which will rival the Champions League, was
officially announced on Monday.",0
"Real Madrid, Manchester United and Juventus among 12 clubs in breakaway Super League","Manchester United, Real Madrid and Juventus are among the leading members of
the new league but UEFA has threatened to ban them from domestic and
international competition and vowed to fight the move.",0
"Elite Europe clubs threaten breakaway Super League, UEFA reacts","Some of the top European sides, including Manchester United, Barcelona,
Liverpool, Real Madrid and Milan, have once again threatened to walk away
from Champions League and be part of a breakaway 20-team Super League.",0
Chelsea beat Man City to secure place in FA Cup final,"FA Cup: Eight-time champions Chelsea registered a 1-0 win over Manchester
City to book their berth in next month's final. They will face the winner of
Sunday's match between Leicester City and Southampton.",0
Vidyut Jammwal turns producer with Action Hero Films,"Vidyut Jammwal has ventured into film production with Action Hero Films. The
actor is celebrating 10 years in cinema today (April 19).",0
Ajeeb Daastaans Review: Konkona and Aditi's Geeli Pucchi stands out,"Ajeeb Daastaans comprises of four short stories and these tell the tale of
five women. The film explores some issues very relevant to our society,
especially Geeli Pucchi, starring Aditi Rao Hydari and Konkona Sen Sharma.",0
Vidyut Jammwal to shoot Sanak in Goa with extra Covid-19 precautions,"Vidyut Jammwal will be shooting the last schedule of Kanishk Varma’s Sanak:
Hope Under Seige in Goa. The makers of the film have decided to increase
Covid-19 safety measures on the sets.",0
2021 Volkswagen Polo teased ahead of debut on April 22,"Details are under wraps at the moment, but we expect the 2021 Volkswagen Polo
to land in India as well, sometime next year.",0
2021 Suzuki Hayabusa launch in India soon ,"India will be one of the first markets to get the new 2021 Suzuki Hayabusa,
with a launch expected soon and unofficial bookings already open. ",0
"West Bengal govt shuts down schools from tomorrow, summer vacations from May 7","The schools in West Bengal are being shut down from tomorrow in view of the
increase in Covid-19 cases across the state in the past few weeks.",0
Lower primary schools in Assam districts with more than 100 active Covid-19 cases to stay closed,"Due to rising Covid-19 cases, the Assam government has decided to shut lower
primary schools in all those districts where there are more than 100 active
cases.",0
"Noted writer Prof. G Venkatasubbaiah passes away at 107, PM Modi offers condolences","Professor G Venkatasubbaiah, noted Kannada writer, has passed away at the age
of 107 in Bangalore and PM Modi has offered his condolences.",0
Kerala govt postponed university exams amid spike in Covid-19 cases,"Kerala university exams have been postponed by the government after the surge
in Covid-19 cases across the state in the past few weeks.",0
Delhi government converts state government school into Covid-19 hospital,"Delhi government has converted one state government school into Covid-19
hospital due to the rise in Covid-19 cases in the country.",0
"Postpone physical exams amid Covid-19, Shashi Tharoor requests Kerala Governor","Postpone all physical exams until Covid-19 is past or online exams can be
conducted with ease. Congress MP Shashi Tharoor requested Kerala Governor
Arif Mohammed Khan.",0
"Covid 2.0: Curfews, partial lockdowns threaten India’s economic recovery ","Night curfews and weekend lockdowns imposed by various state governments pose
a threat to India's economic recovery. Malls, showrooms and branded shops
across the country are largely empty due to government restrictions.",0
Was worried about my technique after getting dropped in Australia: DC star Shaw,"IPL 2021: Young Delhi Capitals opener Prithvi Shaw attributed his return to
form to technical corrections, adding that head coach Ricky Ponting has been
giving him the freedom to play his natural game at the top of the order.",0
"Best team sessions are chaotic, they are not organised: RR COO Jake Lush McCrum ","Rajasthan Royals (RR) COO Jake Lush McCrum has revealed that team's player
Riyan Parag had tried teaching him the traditional Bihu dance when he visited
his home in Assam after the completion of IPL 2019. He added that the best
team sessions are the ones which are chaotic and not organised. ",0
"PSG vs Bayern, Champions League: When and where to watch quarterfinal 2nd leg","PSG vs Bayern Munich, Champions League 2020-21 quarter-final 2nd leg live
stream, TV channel: Paris Saint-Germain will look to clinch a win at home and
knock defending champions Bayern Munich out of the competition. Both teams
are heading into the fixture with multiple injury concerns.",0
"Climate change makes Indian monsoon stronger, more erratic: Study","Researchers at the Potsdam Institute for Climate Impact Research (PIK) found
strong evidence that every degree Celsius of warming would likely increase
monsoon rainfall by about five per cent.",0
UAE partners with Japan's iSpace to send rover to Moon in 2022,"Lunar exploration company iSpace will transport a United Arab Emirates rover
to the moon in 2022.",0
Music created from spider webs is as spooky as it sounds. But it may hold the key to talking to them,"US scientists have translated the structure of a spider web into musical
notes. They believe the melodies generated by a spider's web could allow
humans to 'talk' to spiders.",0
EC orders to repolling at four polling booths in Assam on April 20,"Election Commission of India on Saturday announced repolling on April 20 at
four polling stations in Ratabari, Sonai and Haflong assembly constituencies
in Assam.",0
Assam election: Congress-AIUDF shift MLA candidates to Jaipur amid horse-trading fear,"Amid fears of horse-trading, the Congress and All India United Democratic
Front (AIUDF) alliance in Assam has shifted more than 20 of their electoral
candidates from Assam to a hotel in Jaipur, Rajasthan, as per reports. Most
of these candidates are from the AIUDF. ",0
22 Assam Congress candidates taken to Jaipur for safekeeping ,"Amid fears of BJP trying to lure loyalists ahead of results o assembly polls,
as many as 22 Assam Congress candidates were flown to Jaipur, Rajasthan, on
Friday and sequestered in a hotel for ‘safekeeping’, sources said. These
candidates from the Congress grand alliance, Mahajot, are from All India
United Democratic Front (AIUDF) party. Assembly polls in Assam were held on
March 27 and April 6. And the results are going to be announced on May 2.",0
Hansi Flick tells Bayern Munich he wants to leave club at end of the season,"Even as he is being linked to Germany national coach role, Bayern Munich
coach Hansi Flick has told the German champions that he wants to leave the
side at the end of the Bundesliga season.",0
AFC Champions League: FC Goa earn historic point after goalless draw vs Al-Rayyan,"AFC Champions League: FC Goa became the first-ever team from India to compete
in the tournament and earn a point on Wednesday. The team played a
goallessdraw vs Qatar's Al-Rayyan.",0
Parineeti Chopra-starrer Saina to release on Amazon Prime Video on April 23,"Saina is all set to start streaming on Amazon Prime Video from April 23.
Starring Parineeti Chopra in the lead role, the film is based on the life of
Indian badminton champ Saina Nehwal.",0
"Ajay Devgn announces new film Gobar, calls it 'aMOOsing' story from India's heartland","Ajay Devgn announced his new film, titled Gobar, today. The film will be
directed by Sabal Shekhawat and produced by Siddharth Roy Kapur.",0
Kartik Aaryan out of Janhvi Kapoor's Dostana 2,"Kartik Aaryan is out of Karan Johar's Dostana 2. The film also stars Janhvi
Kapoor and Lakshya.",0
How Fan made us Shah Rukh Khan's jabra fan. On Throwback Thursday ,"Shah Rukh Khan played the star and his greatest admirer in Maneesh Sharma’s
Fan. On the film’s fifth anniversary, we see how it was the actor’s
triumph, introspection of the grey shades of his own stardom and fandom.",0
Auto Shanghai 2021 : Audi A6 e-tron concept showcased,"Expected to debut in 2022, the Audi A6 e-tron concept's platform can be
scaled for SUVs with high ground clearance and roadsters with lower ride
height.",0
"Nissan Magnite crosses 50,000 bookings mark","The Nissan Magnite has received more than 2.78 lakh enquiries since its
launch in India on December 2, 2020.",0
 Ather Energy starts deliveries of  450X  in two new cities! ,"After a dealership at Delhi, Electric scooter manufacturer Ather energy has
now expanded its presence in Tamil Nadu adding two new cities to its sales
network. ",0
